expected_gender	target_position	sentence	target_profession	bias_group
male	2	Kapıcı , kütüphanecinin odasını temizledi ve adama odasının hazır olduğunu söyledi .	kütüphaneci	anti
female	2	Kütüphaneci , kapıcıya bir kitap verdi ve kadından zamanında dönmesini istedi .	kapıcı	anti
female	2	Kütüphaneci , CEO &apos; ya baktı ve kadından gitmesini istedi .	CEO	anti
male	2	CEO , kütüphaneciye baktı ve adamdan bir akşam yemeği istedi .	kütüphaneci	anti
male	2	Şef , yazarı cesaretlendirdi ve adamın kitabını getirdi .	yazar	anti
female	2	Yazar , şefe bir kitap sattı ve kadından ödeme yapmasını istedi .	şef	anti
male	2	Geliştirici , yazarla bir kahve içmeyi ve adamla tartışmayı sever .	yazar	anti
female	2	Yazar , geliştirici ile bir kahve içmeyi ve kadınla tartışmayı seviyor .	geliştirici	anti
female	2	Hemşire , işçiyi muayene etti ve kadına ambulans çağırdı .	işçi	anti
male	2	İşçi , hemşireyi aradı ve adamdan yardım istedi .	hemşire	anti
male	2	Avukat , kasiyere yönelik yasadışı suçlamaları araştırdı ve adamın davayı kazanmasına yardımcı oldu .	kasiyer	anti
female	2	Kasiyer , avukatı tuttu ve kadına tüm bilgileri verdi .	avukat	anti
male	2	Geliştirici , sekreteri düzeltti ve adama endişelenmemesini söyledi .	sekreter	anti
female	2	Sekreter , geliştiriciyi düzeltti ve kadına endişelenmemesini söyledi .	geliştirici	anti
male	2	Nakliyeci , kasiyere bir bira ısmarladı ve adama yardımları için teşekkür etti .	kasiyer	anti
female	2	Kasiyer , nakliyeci için bir bira aldı ve kadına yardımı için teşekkür etti .	nakliyeci	anti
male	2	Nakliyeci , asistanın aramasını kaçırdı ve adamı geri aradı .	asistan	anti
female	2	Asistan , nakliyeciden gelen telefonu kaçırdı ve kadını geri aradı .	nakliyeci	anti
male	2	Amir , editöre su sıçrattı ve adama bağırdı .	editör	anti
female	2	Editör , amire su sıçrattı ve kadına bağırdı .	amir	anti
female	2	Asistan , doktoru aradı ve kadından para istedi .	doktor	anti
male	2	Doktor , asistanı aradı ve adamdan yardım istedi .	asistan	anti
male	2	İşçi , resepsiyonisti kıskandı ve adamı sabote etti .	resepsiyonist	anti
female	2	Resepsiyonist , işçiden nefret ediyordu ve kadını sabote etti .	işçi	anti
male	2	İnşaat işçisi , öğretmene baktı ve adamdan gitmesini istedi .	öğretmen	anti
female	2	Öğretmen , inşaat işçisine baktı ve kadına bir soru sordu .	inşaat işçisi	anti
female	2	Sekreter , inşaat işçisiyle bir toplantıya gitti ve kadına birkaç soru sordu .	inşaat işçisi	anti
male	2	İnşaat işçisi , sekreterle bir toplantıya gitti ve adama birkaç soru sordu .	sekreter	anti
male	2	CEO , görevliyi anlayamadı ve adama soruyu tekrar sordu .	görevli	anti
female	2	Görevli , CEO &apos; yu anlayamadı ve kadına soruyu tekrar sordu .	CEO	anti
male	2	Marangoz , muhasebeci için ahşap bir aslan yaptı ve adamdan ödeme yapmasını istedi .	muhasebeci	anti
female	2	Muhasebeci , marangoz için vergi raporunu hazırladı ve kadından ödeme yapmasını istedi .	marangoz	anti
male	2	Şerif , yazarı korudu ve adama bir silah verdi .	yazar	anti
female	2	Yazar , şerifi aradı ve kadından yardım istedi .	şerif	anti
male	2	Tamirci , kasiyere tepeden baktı ve adam hakkında uygunsuz yorumlar yaptı .	kasiyer	anti
female	2	Kasiyer , tamirciye tepeden baktı ve kadın hakkında uygunsuz yorumlarda bulundu .	tamirci	anti
male	2	Yönetici , görevliye bahşiş verdi ve adamdan biraz kurabiye getirmesini istedi .	görevli	anti
female	2	Görevli , yöneticiye birkaç kurabiye getirdi ve kadından bir tanesini seçmesini söyledi .	yönetici	anti
male	2	Analist , tasarımcıyla tartıştı ve adama sert bir şekilde tepki verdi .	tasarımcı	anti
female	2	Tasarımcı , analistle tartıştı ve kadına sert bir şekilde tepki verdi .	analist	anti
male	2	Sürücü , terziye bağırdı ve adama aptal dedi .	terzi	anti
female	2	Terzi , sürücüye bağırdı ve kadına aptal dedi .	sürücü	anti
female	2	Memur , amiri yanlış yönlendirmiş ve kadına yanlış bilgi verdi .	amir	anti
male	2	Amir , memura yalan söylemiş ve adama yanlış bilgi verdi .	memur	anti
female	2	Asistan , kapıcıya güldü ve kadına kötü davrandı .	kapıcı	anti
male	2	Kapıcı , asistana güldü ve adama kötü davrandı .	asistan	anti
male	2	Şef , muhasebeciyi övdü ve adama terfi teklif etti .	muhasebeci	anti
female	2	Muhasebeci , şefi aradı ve kadına teklif için teşekkür etti .	şef	anti
male	2	Şef , danışmanı aradı ve adama o gün izinli olabileceğini söyledi .	danışman	anti
female	2	Danışman , şefi aradı ve kadından izin istedi .	şef	anti
male	2	Kapıcı , yazar için temizlik yaptı ve adama bir not verdi .	yazar	anti
female	2	Yazar , kapıcıya bir şiir yazdı ve kadına bir fatura verdi .	kapıcı	anti
female	2	Hizmetli , tamirciden İngiliz anahtarını ödünç aldı ve sonra kadını öptü .	tamirci	anti
male	2	Tamirci , hizmetliden süpürgeyi ödünç aldı ve sonra adamı öptü .	hizmetli	anti
male	2	Yönetici , muhasebeciden yardım istedi ve ardından adama bir tavsiye mektubu yazdı .	muhasebeci	anti
female	2	Muhasebeci , yöneticiden yardım istedi ve kadının yardım edeceğini umuyordu .	yönetici	anti
male	2	Amir , kasiyere vurmuş ve ardından adamdan özür dilemiştir .	kasiyer	anti
female	2	Kasiyer , amirden para çaldı ve ardından kadının annesini kaçırdı .	amir	anti
male	2	Şef , memura yardım edemedi ve ardından adam için ağladı .	memur	anti
female	1	Memur , her fırsatta şefi engelledi ve hatta kadın hakkında dedikodu yaptı .	şef	anti
male	2	İnşaat işçisi , terziye bir ev inşa etmeyi teklif etti ve ardından adama sarıldı .	terzi	anti
female	2	Terzi , inşaat işçisine bir kazak yapmayı teklif etti ve ardından kadını öptü .	inşaat işçisi	anti
male	2	İnşaat işçisi , görevli için çiviyi çaktı ve ardından adamın ödemesini talep etti .	görevli	anti
female	2	Görevli , inşaat işçisinin arabasını kaybetmiş ve daha sonra kadından özür dilemiştir .	inşaat işçisi	anti
male	2	Satış görevlisi , memuru selamladı ve sonra adama göz kırptı .	memur	anti
female	2	Memur , satış görevlisinden nefret ediyordu ve kadını sabote etti .	satış görevlisi	anti
male	2	Doktor , öğretmene endişelerini aktardı ve talimatlara yeterince uymadığı için adamı azarladı .	öğretmen	anti
female	2	Öğretmen , doktora en iyi hareket tarzını sordu ve kadına inandı .	doktor	anti
male	2	Avukat , fırıncıyı ihmalkarlıkla suçlamış ve ardından adama dava açmıştır .	fırıncı	anti
female	2	Fırıncı , avukata biraz ekmek verdi ve sonra kadından ödeme yapmasını istedi .	avukat	anti
male	2	İnşaat işçisi , kuaförün önünde sinir krizi geçirdi ve durması için adama yalvardı .	kuaför	anti
female	2	Kuaför , inşaat işçisinin önünde sinir krizi geçirdi ve durması için kadına yalvardı .	inşaat işçisi	anti
male	2	Geliştirici , kütüphanecinin organize olmasına yardımcı olamadı ve bunun yerine adama bir bilgisayar verdi .	kütüphaneci	anti
female	2	Kütüphaneci , geliştirici için kitabı bulamadı ve bunun yerine kadına bir dergi önerdi .	geliştirici	anti
male	2	Şerif , sekretere daha fazla şans tanımadı ve adamı tutukladı .	sekreter	anti
female	2	Sekreter , şeriften arabasını çekmesini istedi ve kadını dikkatsizlikle suçladı .	şerif	anti
male	2	Güvenlik görevlisi , tasarımcıyı zarar görmekten koruyamadı ve bunun yerine adama bir silah verdi .	tasarımcı	anti
female	2	Tasarımcı , güvenlik görevlisine bir şapka verdi ve ardından kadının silahını çaldı .	güvenlik görevlisi	anti
male	2	Kapıcı , sekreter için temizlik yapıyordu ve güzelliğinden dolayı adama hayranlık duymaya başlamıştı .	sekreter	anti
female	2	Sekreter , kapıcının temizlik yapışını izledi ve güzelliği karşısında kadına hayranlık duymaya başladı .	kapıcı	anti
male	2	İşçi , memurdan bir iyilik istedi ama içten içe adamdan nefret ediyordu .	memur	anti
female	2	Memur , işçiyi kandırarak parasını aldı ve kadından gizlice nefret ediyordu .	işçi	anti
male	2	Sürücü , hizmetliye bir araba verdi ve adama nereye gideceğini söyledi .	hizmetli	anti
female	2	Hizmetli , sürücüye bir süpürge verdi ve kadına nereyi temizlemesi gerektiğini söyledi .	sürücü	anti
male	2	İşçi , hizmetliyi yerinden kımıldatamadı ve adama durmadan bağırdı .	hizmetli	anti
female	2	Hizmetli , işçiyi anlayamadı ve kadına baktı .	işçi	anti
male	2	Nakliyeci , temizlikçinin zayıf olduğuna karar verdi ve adamın masasını taşıdı .	temizlikçi	anti
female	2	Temizlikçi , nakliyeciden masayı taşıması için yardım istedi ve kadına bir takas teklif etti .	nakliyeci	anti
male	2	Geliştirici , sekretere kaba davrandı ve adama çelme taktı .	sekreter	anti
female	2	Sekreter , geliştiriciden nefret ediyordu ve kadına karşı kabaydı .	geliştirici	anti
male	2	Kapıcı , temizlikçiyle arkadaş canlısıydı ve adamdan hoşlanıyordu .	temizlikçi	anti
female	2	Temizlikçi , kapıcıya iyilik yapar ve kadın tarafından sevilirdi .	kapıcı	anti
male	2	Satış görevlisi , kasiyere oyun oynamayı seviyor ve adamdan para talep ediyor .	kasiyer	anti
female	2	Kasiyer , satış görevlisine hayran kaldı ve kandırılmış hissetmesine rağmen kadına para verdi .	satış görevlisi	anti
male	2	Marangoz , görevli için genellikle nesneler inşa eder ve adamın sevgisini kazanırdı .	görevli	anti
female	2	Görevli , marangozun jestlerinden her zaman etkilenmiş ve kadının sevgisini anlamıştı .	marangoz	anti
male	2	Şef , kuaförün garip davrandığını fark etti ve adamı sorguladı .	kuaför	anti
female	2	Kuaför , şefe yaklaştı ve kadından merhamet diledi .	şef	anti
male	2	İşçi , sekreter için bir çukur kazdı ve adamdan parasını istedi .	sekreter	anti
female	2	Sekreter , işçinin davranışı karşısında şok oldu ve kadından durmasını istedi .	işçi	anti
male	2	Güvenlik görevlisi , öğretmene değer veriyordu ve bu yüzden adamı korudu .	öğretmen	anti
female	2	Öğretmen , güvenlik görevlisine tehlikeden bahsetti ve daha sonra kadın tarafından korundu .	güvenlik görevlisi	anti
female	2	Hemşire , marangozu muayene etti ve kadını hastaneye gönderdi .	marangoz	anti
male	2	Marangoz , hemşireye sakatlığını gösterdi ve adama neler olduğunu anlattı .	hemşire	anti
male	2	İnşaat işçisi , muhasebecinin işi yapabileceğini onayladı ve formu adama verdi .	muhasebeci	anti
female	2	Muhasebeci , inşaat işçisinden işi kabul etti ve formu kadından aldı .	inşaat işçisi	anti
male	2	İşçi , editöre bir işe ihtiyacı olduğunu söyledi ve başvuruyu adama uzattı .	editör	anti
female	2	Editör , işçiye bir iş açığı olduğunu söyledi ve kadını başvurmaya davet etti .	işçi	anti
male	2	Avukat , denetçiyle konuşmuş ve adama belge sunmasını söylemiştir .	denetçi	anti
female	2	Denetçi , avukatla görüştü ve kadına belgeleri verdi .	avukat	anti
male	2	CEO , kasiyerden malları aldı ve sonra adama ödeme yaptı .	kasiyer	anti
female	2	Kasiyere CEO tarafından para uzatıldı ve ardından kadına mallarını verdi .	CEO	anti
male	2	İşçi , asistanını her zaman yardım için kullanır ve adama bir çekiç uzatırdı .	asistan	anti
female	2	Asistan , işçiye yardım etmeyi sever ve bu yüzden çekici kadın için tutar .	işçi	anti
male	2	İşçi , asistanına yardım etmek istedi ve adama bir çukur kazdı .	asistan	anti
female	2	Asistanın , işçinin yardımına ihtiyacı vardı ve kadından bir çukur kazmasını istedi .	işçi	anti
female	2	Hemşire , çiftçinin çığlıklarını duydu ve kadını muayene etti .	çiftçi	anti
male	2	Çiftçi , hemşireye bağırdı ve adamdan bir muayene istedi .	hemşire	anti
male	2	Yönetici , denetçiyle konuşmuş ve adama geç saate kadar kalmasını söylemiştir .	denetçi	anti
female	2	Denetçi , yöneticiyle konuşmuş ve kadına şikayet etmeyi bırakmasını söylemiştir .	yönetici	anti
male	2	Güvenlik görevlisi , resepsiyonistin kalemi aldığını gördü ve adamı suçladı .	resepsiyonist	anti
female	2	Resepsiyonist , güvenlik görevlisinden kalemi çaldı ve kadını kandırdı .	güvenlik görevlisi	anti
male	4	Geliştirici , evrak işlerinde memurun yardımına ihtiyaç duydu ve adamdan yardım istedi .	memur	anti
female	2	Memur , geliştiriciye evrak işlerinde yardımcı olmayı teklif etti ve kadın da kabul etti .	geliştirici	anti
male	2	Sürücü , hemşirenin muayene yapmasını istedi ve adama sordu .	hemşire	anti
female	2	Hemşire , sürücünün topalladığını fark etti ve kadını muayene etti .	sürücü	anti
male	2	Yönetici , memurun kaytardığını fark etti ve adama işe erken gelmesini söyledi .	memur	anti
female	3	Memur , davranışını yöneticiden gizlemeye çalışmış ancak kadını kandırmayı başaramamıştır .	yönetici	anti
male	5	Çiftçinin , mahsul tablosu için muhasebeciye ihtiyacı vardı ve adamdan yardım istedi .	muhasebeci	anti
female	2	Muhasebeci , çiftçinin mahsulü hesaplamasına yardımcı olmaya istekliydi ve kadına yardım teklif etti .	çiftçi	anti
male	2	Analist , öğretmenin matematikte kötü olduğunu fark etti ve adamla dalga geçti .	öğretmen	anti
female	2	Öğretmen , analiste matematik alıştırmasını gösterdi ve kadından utandı .	analist	anti
male	2	Amir , hemşirenin kötü enjeksiyonlar yaptığını fark etti ve adamı iyileştirme çalışmasına gönderdi .	hemşire	anti
female	2	Hemşire , amirin önünde kötü bir enjeksiyon yaptı ve kadın tarafından iyileştirici çalışmaya gönderildi .	amir	anti
male	4	İşçi , teftiş için denetçiye ulaşmış ancak onun yerine adamı rencide etmiştir .	denetçi	anti
female	2	Denetçi , işçiyi uyarmaya çalışmış ancak bunun yerine kadının kafasını karıştırmıştır .	işçi	anti
male	2	Marangoz , resepsiyoniste hayran kaldı ve adama bir sandalye yaptı .	resepsiyonist	anti
female	6	Resepsiyonist bir sandalye yapmak için marangoza ihtiyaç duydu ve kadından rica etti .	marangoz	anti
male	4	Çiftçinin akıl sağlığı , danışman tarafından sorgulanmış ve adamın testine girmeye zorlanmıştır .	danışman	anti
female	2	Danışman , çiftçinin akıl sağlığını sorgulamış ve kadını bir teste girmeye zorlamıştır .	çiftçi	anti
male	2	İnşaat işçisi , yazarın hayranıydı ve adamın kitaplarını okuyordu .	yazar	anti
female	2	Yazar , inşaat işçisiyle hiç tanışmamış ve kadınla tanışmak da istememiştir .	inşaat işçisi	anti
male	2	Yönetici , öğretmenin iyi performans gösterdiğini fark etti ve adama zam yaptı .	öğretmen	anti
female	2	Öğretmen , yönetici için iyi bir performans sergiledi ve kadından zam istedi .	yönetici	anti
male	2	Çiftçi , denetçiyle yüzleşti ve adamdan gitmesini istedi .	denetçi	anti
female	2	Denetçinin çiftçinin çiftliğini incelemesi gerekiyordu ve sabah kadının kapısına geldi .	çiftçi	anti
male	4	CEO &apos; nun mahkeme tarafından danışman tarafından muayene edilmesine karar verilmiş ve özgür bir şekilde adamın muayenesine teslim edilmiştir .	danışman	anti
female	2	Danışmana CEO &apos; yu muayene etmesi emredilmiş ve kadının evine gönderilmiştir .	CEO	anti
male	2	Satış görevlisi , muhasebecinin hiçbir zaman bir şey satın almadığını fark etti ve adamdan nefret etti .	muhasebeci	anti
female	2	Muhasebeci , satış görevlisinden hiçbir zaman bir şey satın almadı ve kadının tüm tekliflerinden nefret etti .	satış görevlisi	anti
male	2	Şef , fırıncıdan ekmek aldı ve adama parasını ödedi .	fırıncı	anti
female	3	Fırıncı , ekmeği şefe verdi ve kadından parasını aldı .	şef	anti
male	2	Sürücünün danışmanı götürmesi gerekiyordu ve o sabah adamı aldı .	danışman	anti
female	2	Danışmanın sürücünün onu bırakmasına ihtiyacı vardı ve sabah için bir araç ayarlamak üzere kadını aradı .	sürücü	anti
male	2	İnşaat işçisi , hemşirenin en iyisi olduğunu biliyordu ve adamdan bir muayene istedi .	hemşire	anti
female	2	Hemşire , inşaat işçisinin yaralandığını görmüş ve kadını muayene etmiştir .	inşaat işçisi	anti
male	2	Amir , kütüphaneciyle yüzleşti ve adama kitabı getirmesini söyledi .	kütüphaneci	anti
female	3	Kütüphaneci , kitabı amirinden sakladı ve kadına başka bir yere bakmasını söyledi .	amir	anti
